cégnév;cím;email;irányítószám;lat;lng;megye;megye_label;telefon;település;tevékenységek
R-SHEEP Kft.;Rákóczi krt.9;rsheepkft@gmail.com;4087;47.82202;21.49114;Hajdú-Bihar;Hajdú-Bihar;+36304836311;Hajdúdorog;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
SPEKTOR Hűtéstechnikai Kereskedelmi és Szolgáltató Kft.;Téglási u. 11;info@spektor.hu;4220;47.67524;21.51771;Hajdú-Bihar;Hajdú-Bihar;+36309270180;Hajdúböszörmény;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Trizán Bt;Tavasz u. 26.;trizanbt@gmail.com;4066;47.69976;21.00759;Hajdú-Bihar;Hajdú-Bihar;+36303777539;Tiszacsege;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés telepítés
Tóth Zoltán egyéni vállalkozó (Balmazklíma);Dózsa György;balmazklima@gmail.com;4060;47.61259;21.33881;Hajdú-Bihar;Hajdú-Bihar;303593109;Balmazújváros;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés telepítés
Ötvös Norbert egyéni vállalkozó;Damjanich u. 20.;otvill21@gmail.com;4080;47.84521;21.43799;Hajdú-Bihar;Hajdú-Bihar;+36709340115;Hajdúnánás;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Báder Nándor egyéni vállalkozó;Alkotmány utca 24.;amazingklima@gmail.com;3355;47.76338;20.23592;Heves;Heves;+36303473317;Kápolna;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Bíró László egyéni vállalkozó;Fő út;info@bullyparadise.com;3349;48.14127;20.43178;Heves;Heves;+36304355477;Nagyvisnyó;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés
Fentor László egyéni vállalkozó;Gyalogi utca 2.;fentyklima@gmail.com;3200;47.78344;19.92019;Heves;Heves;+36303672203;Gyöngyös;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Gál Béla egyéni vállalkozó;Munkácsy Mihály utca 11.;klimagal22@gmail.com;3300;47.88040;20.38421;Heves;Heves;+36308942016;Eger;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Harcsa Roland egyéni vállalkozó;Alkotmány utca 17.;roland.harcsa@gmail.com;3355;47.76365;20.23620;Heves;Heves;+36205856234;Kápolna;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Hordós Szilárd egyéni vállalkozó;Széchenyi István utca 69;info@hordosklima.hu;3034;47.79924;19.76078;Heves;Heves;+36307602296;Szűcsi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés
Inno Electro Kft.;Dózsa György utca 2.;hello@innoelectro.hu;3325;47.93417;20.47325;Heves;Heves;+36204467049;Noszvaj;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Lovas Norbert egyéni vállalkozó;Május 1 utca 84;klimaheves@gmail.com;3360;47.59644;20.26379;Heves;Heves;+36706118403;Heves;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés
Nagy Károly egyéni vállalkozó;Gódor Kálmán utca 23. 2. em. 1.;karesznagy94@gmail.com;3000;47.66518;19.69188;Heves;Heves;+36309831358;Hatvan;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
P-Cool Klíma Kft.;Tölgyfa út 11.;pcoolklima@gmail.com;3263;47.83201;20.11642;Heves;Heves;+36306352082;Domoszló;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
SCHIROCCO BT.;ARANY JÁNOS UTCA 42.;schirocco60@gmail.com;3000;47.65936;19.65988;Heves;Heves;+36309121171;Hatvan;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
SUHI 92 Bt.;Madách utca 6.;info@suhi.hu;3000;47.66740;19.68100;Heves;Heves;+36303312398;Hatvan;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Solar-Therm 2000 Kft.;Pálffy 1;salyiferi@live.com;3281;47.73158;20.03267;Heves;Heves;+36209818938;Karácsond;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Sándor Klíma Kft.;Batthyány Lajos tér;sandorklimakft@gmail.com;3200;47.78297;19.92178;Heves;Heves;;Gyöngyös;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés
A és A Sped Kft;Bercsényi utca 35.;aesaspedkft@gmail.com;5000;47.17345;20.18473;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36703395798;Szolnok;Split-klíma szerviz | Háztartási hőszivattyú szerviz | Klímarendszer szerviz (VRV)
Adler László egyéni vállalkozó;Róka utca 34;laszlo.adler72@gmail.com;5130;47.50627;20.15553;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36209948407;Jászapáti;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Andriska Tamás egyéni vállalkozó;Túzok utca 22.;andriskabandi@gmail.com;5100;47.51072;19.90592;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;209782177;Jászberény;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
BO-TA Klíma Kft.;Tavasz utca 6;botaklimakft@gmail.com;5143;47.38470;20.05488;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36304996006;Jánoshida;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Balázs Péter egyéni vállalkozó;Szabolcs út 1.;nrcool88@gmail.com;5350;47.61483;20.75142;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36704171119;Tiszafüred;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
DOVAZO Klíma Tech Kft.;5008 Szolnok Kassák Lajos utca 15. 2/7;dovazoklimatechkft@gmail.com;5008;47.12728;20.21151;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36308542960;Szolnok – Szandaszőllős;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés
GAMMAGÉP Korlátolt Felelősségű Társaság;Bartók Béla út 30.;gammagepkft@gmail.com;5085;47.10004;20.23255;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36309633230;Rákóczifalva;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Giorgio Klíma Kft.;Száva útca 1/a;info@giorgioklima.hu;5000;47.18433;20.18834;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36308115551;Szolnok;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Kiss László egyéni vállalkozó;Karai út 32;kisslaszlo3007@gmail.com;5091;47.09240;20.13173;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36304880195;Tószeg;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Koczka Tamás egyéni vállalkozó;Bárány utca;koczkaklima@gmail.com;5100;47.50070;19.91467;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36204688581;Jászberény;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Kovács Gergely egyéni vállalkozó;Nádasdy utca 42.;alfoldvill@gmail.com;5200;47.18695;20.41365;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36308498370;Törökszentmiklós;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Kis hűtőberendezés telepítés
Mag Péter egyéni vállalkozó;Nap utca 12;kun.klima@gmail.com;5300;47.31744;20.91579;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36306087923;Karcag;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Mihály Tamás egyéni vállalkozó;Kellner Gyula út 5. 1. lph. 1. em. 5.;ttklima2008@gmail.com;5000;47.17393;20.19834;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36202167516;Szolnok;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Németh Krisztián egyéni vállalkozó;József Attila utca 2;nemkriev@gmail.com;5141;47.48393;20.00390;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36207774956;Jásztelek;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Otthon-Védelem Kft.;Táncsics Mihály út 50;info@klimabanotthon.hu;5362;47.51234;20.82987;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36706603334;Tiszaörs;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Revio Kft.;Katalin utca, 11;szentivanyi88@gmail.com;5122;47.56324;20.00863;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36305375770;Jászdózsa;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Szabó épületgépészet Kft.;Kölcsey utca 30;szabogeri99@gmail.com;5300;47.29830;20.90193;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36304059892;Karcag;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Tóth László egyéni vállalkozó;Lehel u.23;info@lacaklima.hu;5144;47.36903;19.99163;Jász-Nagykun-Szolnok;Jász-Nagykun-Szolnok;+36203545063;Jászboldogháza;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Kis hűtőberendezés telepítés
Banai Zoltán egyéni vállalkozó;Táti út 12.;zoltan.banai300@gmail.com;2500;47.78321;18.73839;Komárom-Esztergom;Komárom-Esztergom;+36304166281;Esztergom;Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Csőre József egyéni vállalkozó;Kossuth Lajos u. 53;csore0@freemail.hu;2870;47.50425;18.02079;Komárom-Esztergom;Komárom-Esztergom;+36203685418;Kisbér;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés
Herta 3000 Korlátolt Felelősségű Társaság;Csillag Ltp 38 3/5;farkastamas56@gmail.com;2900;47.74123;18.13723;Komárom-Esztergom;Komárom-Esztergom;+36209803442;Komárom;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Inno Nrg Kft.;Liliom utca 6.;innonrg@gmail.com;2067;47.51040;18.50176;Komárom-Esztergom;Komárom-Esztergom;+36301535934;Szárliget;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Klímakutató Kft.;Bánhidai ltp. 208. 2.em 9;klimakutato@gmail.com;2800;47.57724;18.39092;Komárom-Esztergom;Komárom-Esztergom;+36703356436;Tatabánya;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
Kopasz Klíma Kft.;Fűzfa utca 21.;kopaszklimatat@gmail.com;2529;47.69918;18.66612;Komárom-Esztergom;Komárom-Esztergom;+36705010053+36703446639;Annavölgy;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés
MULTI-SERVICE BAU Kft.;Határ utca 20.;multiszer@gmail.com;2853;47.54109;18.25472;Komárom-Esztergom;Komárom-Esztergom;+36204508986;Kömlőd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer szerviz (VRV)
Papp Csaba egyéni vállalkozó;Kinizsi Pál Utca 14;pappklimatech@gmail.com;2941;47.71401;18.01651;Komárom-Esztergom;Komárom-Esztergom;+36306105528;Ács;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer szerviz (VRV)
Szabó Péter egyéni vállalkozó;Petőfi Sándor utca;szabovill.info@gmail.com;2859;47.48799;18.08589;Komárom-Esztergom;Komárom-Esztergom;+36704184637;Vérteskethely;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Tiba Miklós Zoltán egyéni vállalkozó;Fő tér 5. 1. em. 1.;tibam73@gmail.com;2800;47.58355;18.39983;Komárom-Esztergom;Komárom-Esztergom;+36702610146;Tatabánya;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Toocsa Brand Kft.;Boróka utca 7.;toocsa@gmail.com;2800;47.58402;18.37288;Komárom-Esztergom;Komárom-Esztergom;+36706616105;Tatabánya;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Topos Ákos egyéni vállalkozó;Kis u. 91.;toposakos@gmail.com;2898;47.59939;18.21624;Komárom-Esztergom;Komárom-Esztergom;703978277;Kocs;Háztartási hőszivattyú szerviz | Klímarendszer szerviz (VRV) | Kis hűtőberendezés szerviz
VZS-Industry Kft.;Dózsa György utca 8.;vzsindustry@gmail.com;2858;47.49951;18.13882;Komárom-Esztergom;Komárom-Esztergom;+36306870013;Császár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Éliás Péter egyéni vállalkozó;Szabadság tér 15;peterneknagy@gmail.com;2823;47.50530;18.37052;Komárom-Esztergom;Komárom-Esztergom;+36301138738;Vértessomló;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés
Bandry Antal egyéni vállalkozó;Patvarci utca 27.;bandryantal@gmail.com;2660;48.07595;19.30037;Nógrád;Nógrád;+36208066674;Balassagyarmat;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Cold Therm Tech Betéti Társaság;Csókás Krt.5.;coldtherm@gmail.com;3104;48.06741;19.77193;Nógrád;Nógrád;+36203218014;Salgótarján – Zagyvapálfalva;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
DDL Cool 2014 Hűtéstechnikai Korlátolt Felelősségű Társaság;Kóvári 7/A;ddlcool@ddlcool.hu;2660;48.07416;19.28426;Nógrád;Nógrád;+36209411160;Balassagyarmat;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Fodor Attila egyéni vállalkozó;Ságvári Endre utca, 16;coolbox2022@gmail.com;3041;47.78442;19.58932;Nógrád;Nógrád;+36302585461;Héhalom;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Kisbali Zsolt egyéni vállalkozó;Rákóczi út 18.;kisbalizsoltev@gmail.com;3078;48.00745;19.83426;Nógrád;Nógrád;+36209884444;Bátonyterenye – Kisterenye;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés
Kurunczi Dávid egyéni vállalkozó;Rákóczi út 1.;kurunczi.david960110@gmail.com;3137;48.17569;19.74390;Nógrád;Nógrád;+36205226384;Karancsberény;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Kis hűtőberendezés szerviz
Perge Norbert Tamás egyéni vállalkozó;Rózsafa Út;perge.norbertev@gmail.com;3161;48.08435;19.71197;Nógrád;Nógrád;+36308624288;Kishartyán;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Pothoroczki Épületgépészeti Kft;Dózsa György út 75;pothoroczkigepeszet@gmail.com;3170;48.07759;19.50832;Nógrád;Nógrád;209835389;Szécsény;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
AB Klímatechnika Plusz Kft.;Megyedűlő utca 23/B.;abklimatechnika@gmail.com;2314;47.37216;18.98571;Pest;Pest;+36704302897;Halásztelek;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés
ALEX GLOBAL TRADE Kft.;Kerektó u 13.;alexgolbaltradekft@gmail.com;2310;47.35828;19.02698;Pest;Pest;+36203987732;Szigetszentmiklós;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
B3X Kft.;Olimpia utca 15.;info@b3x.hu;2440;47.31597;18.91518;Pest;Pest;+36706033324;Százhalombatta;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
BDN Cool Hungary Kft.;Külső Mű út 2;info@bdncool.com;2315;47.33345;19.00142;Pest;Pest;+36704282843;Szigethalom;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Benner Klíma Kft.;Kossuth L. 42;bennerzs1@gmail.com;2161;47.65932;19.23265;Pest;Pest;+36209939949;Csomád;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Borsod Klíma Betéti Társaság;Szabadság út 2.;info@borsodklima.hu;2143;47.54216;19.25471;Pest;Pest;706037830;Kistarcsa;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Bukta Nándor egyéni vállalkozó;Báthory utca 17;maxiklima2000@gmail.com;2235;47.44475;19.47046;Pest;Pest;+36706009024;Mende;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
COOL-R Klíma és Hűtéstechnika Korlátolt Felelősségű Társaság;Liszt Ferenc utca 52.;coolrkft@gmail.com;2230;47.42192;19.40903;Pest;Pest;+36702344040;Gyömrő;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
COP Rendszertechnika Kft.;Kőfaragó u.16.;ajanlat@hoszivattyuszakerto.hu;2013;47.64083;19.04594;Pest;Pest;+3613539375;Pomáz;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
CSOH Szerviz Kft.;Kőrösi út 48;csohszervizkft@gmail.com;2700;47.15986;19.79222;Pest;Pest;+36203773152;Cegléd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Coolhead Kft.;Stromfeld Aurél utca 51.;coolhead.kft@gmail.com;2120;47.65350;19.12866;Pest;Pest;704520164;Dunakeszi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Csörgő Zoltán egyéni vállalkozó;Mecseki utca 38.;klimascsorgo@gmail.com;2030;47.39600;18.89708;Pest;Pest;+36306888316;Érd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
DIMER Kft.;Gödöllői út 2/A.;klima.veres@dimerfkft.hu;2112;47.64988;19.29263;Pest;Pest;+36703164987;Veresegyház;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Epress Róbert János egyéni vállalkozó;Márai Sándor utca 37.;kapcsolat@aklimaszerelo.hu;2363;47.33685;19.23580;Pest;Pest;+36309720035;Felsőpakony;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Ever Balance Kft.;Jegyző utca 69.;ebalance@ebalance.hu;2030;47.37022;18.90378;Pest;Pest;+36203404232;Érd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Feketeszállítás Kft.;Petőfi u 16;1982.fekete@gmail.com;2636;48.03185;18.83524;Pest;Pest;+36703111631;Tésa;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV)
Frigoelektro Kft.;Bem utca 25.;frigoelektrokft@gmail.com;2200;47.34341;19.44620;Pest;Pest;+36313253354;Monor;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Frézia-P Korlátolt Felelősségű Társaság;Bajor Gizi utca 5.;freziakft.info@gmail.com;2045;47.44588;18.90630;Pest;Pest;+36202286292;Törökbálint;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Full-Klíma Kft.;Dávid u. 2.;fullklima.hu@gmail.com;2030;47.39569;18.91302;Pest;Pest;+36309236235;Érd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés
Grand Cool Tech Kft.;Fenyő utca 14.;grandcooltechkft@gmail.com;2213;47.30389;19.51837;Pest;Pest;+36303933733;Monorierdő;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
